url,price,sale,title,feature,tubiao,icon
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-07/201907291928432396.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",33.6,建议零售价:?85.00,6761#明星同款条纹高弹力长款半高领打底衫包臀连衣裙,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-08/201908021702499785.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",51.5,建议零售价:?130.30,6983#2019秋冬女装甜美学院风中长款气质灯笼裙连衣裙一件代发,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c386171c2691.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",46.35,建议零售价:?140.00,非实拍 misu 新款长袖连衣裙韩版时尚气质中长风衣早春裙子有女人味 657,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c3839f7d6c34.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",59.74,建议零售价:?180.00,实拍 misu 真丝高腰碎花连衣裙 9127,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-02/5c667bdc77fb4.jpg,85.1,建议零售价:?256.00,布桂坊 收腰水袖纯色A字连衣裙 5295,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-03/5c79fb0084f8a.jpg,88.3,建议零售价:?265.00,布桂坊 雪纺连衣裙百褶荷叶边打底连衣裙 3210,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c38426414255.jpg,59.74,建议零售价:?180.00,非实拍 misu 藏肉减龄开叉假两件直筒休闲牛仔连衣裙 9176,misu,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c382dcf46327.jpg,77.25,建议零售价:?232.00,实拍 misu 实拍印花显瘦蕾丝连衣裙 9009,misu,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-06/5d0a00498e7bc.jpg,51.1,建议零售价:?154.00,得比 适合夏天穿的薄薄软软又透气的短袖生日裙,雅饰美,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2018-11/5bf7c94e8dc3b.jpg,126,建议零售价:?378.00,XY晓创服饰 2019春秋新款腰封百褶衬衣裙 17FWLYQ001W,XY晓创服饰,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/20190103091458643.jpg,52.1,建议零售价:?65.00,春天物语 2019春秋新款中袖印花连衣裙(8817),春天物语,,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-05/5cd4e2c2b417e.jpg,36.05,建议零售价:?109.00,实拍 misu 新款时尚碎花蕾丝软纱雪纺连衣裙 9547,misu,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c3848b9991b8.jpg,56.65,建议零售价:?170.00,misu 修身气质七分袖衬衣极简ａ字连衣裙 9183,misu,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/20190103091546172.jpg,41.5,建议零售价:?125.00,春天物语 2019春夏新款字母钉珠背心裙(8823),春天物语,,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2018-08/5b67bc38d80c3.jpg,73.4,建议零售价:?96.00,旗袍2019年夏季新女款 雪珠纺布 青萝,圣雪佛兰,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-05/5ce8db18608da.jpg,59.74,建议零售价:?180.00,实拍 misu 新款复古印花七分袖桑蚕丝A字连衣裙 9563,misu,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-05/5ce4f0229f0b5.jpg,56.65,建议零售价:?170.00,实拍 misu 新款休闲雪纺坠感一字肩阔腿裤两件套套装 9618,misu,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-04/5cb421d05f3dd.jpg,55.62,建议零售价:?167.00,2019新款时尚V领波点蛋糕裙雪纺吊带波点印花蛋糕裙630-D-5061,普瑞施,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-04/5cac5a2515b45.jpg,68,建议零售价:?204.00,2019新款流行长裙子女夏很仙的法国小众碎花连衣裙雪纺6389,普瑞施,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-02/201902221659405175.jpg,69.1,建议零售价:?172.80,2019春季韩版新款中大女童休闲学院风木耳边长袖露肩纯棉连衣裙童装裙子,小路童装,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-05/5ce4c550570b0.jpg,51.5,建议零售价:?155.00,实拍 misu 新款大码时尚减龄宽松显瘦遮肚连衣裙 9621,misu,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-04/5cac5b7f73908.jpg,58.71,建议零售价:?177.00,2019春新韩版小清新印花长袖雪纺连衣裙B-1915,普瑞施,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-08/5d690f8433e41.png,73.4,建议零售价:?221.00,妍儿5166欧美时尚女装2017夏季新品V领高腰雪纺印花中长款连衣裙女潮,卡洛,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-05/5ce4f4969575b.jpg,54.59,建议零售价:?164.00,实拍 misu 新款大码法式钉珠复古印花雪纺连衣裙 9606,misu,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-07/201907261622058105.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",27.3,建议零售价:?69.30,6006#2019春秋新款大码女装批发宽松显瘦蝙蝠袖韩版长袖连衣裙,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-07/201907291543322599.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",62,建议零售价:?183.50,8262#明星同款黑色欧美风宽松大码喇叭袖卫衣中长款连衣裙女,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-07/201907291928432396.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",33.6,建议零售价:?85.00,6761#明星同款条纹高弹力长款半高领打底衫包臀连衣裙,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-08/201908021702499785.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",51.5,建议零售价:?130.30,6983#2019秋冬女装甜美学院风中长款气质灯笼裙连衣裙一件代发,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c386171c2691.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",46.35,建议零售价:?140.00,非实拍 misu 新款长袖连衣裙韩版时尚气质中长风衣早春裙子有女人味 657,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c3839f7d6c34.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",59.74,建议零售价:?180.00,实拍 misu 真丝高腰碎花连衣裙 9127,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-08/5d42a2657aa98.jpg,48.9,建议零售价:?147.00,韩国馆初秋连衣裙新款慵懒风气质淑女白色宽松过膝中长款裙子1015#(1)#,趋势多品类,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-08/5d674c3004be4.png,52.1,建议零售价:?157.00,蜜朵2019新款秋冬连衣裙修身显瘦气质高领拉链撞色长袖裙子女F7660,君恩,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c416ac6155f5.jpg,106.4,建议零售价:?320.00,贵妇 百褶连衣裙 19003,贵妇,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-06/5d0ca2ed59af7.jpg,82.5,建议零售价:?155.00,雅思琦 露肩连衣裙女潮流2019流行新款夏装时尚气质显瘦夏天洋气收腰裙子（不配送腰带...,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-09/5d6cb4f135ce4.png,84,建议零售价:?252.00,妍儿欧洲站2019秋季新款气质女装刺绣礼服收腰显瘦大摆修身黑色连衣裙9154605,卡洛,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-09/5d6e2282271d9.png,90.4,建议零售价:?272.00,妍儿洋装小礼服2019新款高贵中长款显瘦名媛聚会生日派对宴会连衣裙女8502,卡洛,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-09/5d6cbf6f64c08.png,90.4,建议零售价:?272.00,妍儿复古2019秋季新款碎花连衣裙女装时尚拼接系带长袖流苏雪纺长裙9714618,卡洛,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-09/5d7364dfc5804.png,18.1,建议零售价:?55.00,菲特弹性螺纹大码女装中长款仿毛衣女套头韩版打底衫长袖仿针织连衣裙华人社944,君恩,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-09/5d71fcb938745.png,79.8,建议零售价:?240.00,美歌2019秋季风衣女明线系带薄款外套中长款两穿连衣裙W1076,君恩,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-08/20190812070714859.jpg,55.3,建议零售价:?166.00,预售 新款短款圆领连衣裙女收腰气质修身韩版高腰裙子 18247,盈薇,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-09/5d70cf041d13c.png,75.5,建议零售价:?227.00,星达秋冬装新款韩版麂皮绒拼接V领连衣裙女高腰中长款吊带打底裙66B2400306X058,君恩,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-07/201907261622058105.jpg,27.3,建议零售价:?69.30,6006#2019春秋新款大码女装批发宽松显瘦蝙蝠袖韩版长袖连衣裙,淘京,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-07/201907291543322599.jpg,62,建议零售价:?183.50,8262#明星同款黑色欧美风宽松大码喇叭袖卫衣中长款连衣裙女,淘京,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-02/5c667d38e4598.jpg,79.8,建议零售价:?240.00,布桂坊 绑带收腰A字长袖衬衣连衣裙 5293,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-02/5c668047979ae.jpg,74.5,建议零售价:?224.00,布桂坊 灯笼袖收腰纯色A字连衣裙 5292,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-02/5c6675ca01cf2.jpg,79.8,建议零售价:?240.00,布桂坊 网纱喇叭袖翻领丝绒连衣裙 5217,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-03/5c79fa7b57e87.jpg,88.3,建议零售价:?265.00,布桂坊 烫金网纱上衣+吊带连衣裙两件套 3216,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-02/5c66787489635.jpg,74.5,建议零售价:?224.00,布桂坊 一字肩流苏收腰连衣裙两件套 5297,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-03/5c79fc6029df2.jpg,98.9,建议零售价:?297.00,布桂坊 蕾丝连衣裙女长袖 3218,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-03/5c79fd8a057b3.jpg,98.9,建议零售价:?297.00,布桂坊 蕾丝连衣裙女长袖蛋糕裙 3220,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-07/201907261622058105.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",27.3,建议零售价:?69.30,6006#2019春秋新款大码女装批发宽松显瘦蝙蝠袖韩版长袖连衣裙,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-07/201907291543322599.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",62,建议零售价:?183.50,8262#明星同款黑色欧美风宽松大码喇叭袖卫衣中长款连衣裙女,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-07/201907291928432396.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",33.6,建议零售价:?85.00,6761#明星同款条纹高弹力长款半高领打底衫包臀连衣裙,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/data/files/Uploads/picture/2019-08/201908021702499785.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",51.5,建议零售价:?130.30,6983#2019秋冬女装甜美学院风中长款气质灯笼裙连衣裙一件代发,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c386171c2691.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",46.35,建议零售价:?140.00,非实拍 misu 新款长袖连衣裙韩版时尚气质中长风衣早春裙子有女人味 657,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
"http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-01/5c3839f7d6c34.jpg?x-oss-process=image/resize,m_fill,h_250,w_250",59.74,建议零售价:?180.00,实拍 misu 真丝高腰碎花连衣裙 9127,,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-02/5c66768dd7078.jpg,90.4,建议零售价:?272.00,布桂坊 小方领橡筋收腰A字波点连衣裙 5298,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
http://cdn.img.ecduo.cn/ecduo/Uploads/Picture/2019-02/5c676d0b57dc6.jpg,95.7,建议零售价:?288.00,布桂坊 小翻领收腰A字荷叶边连衣裙 5288,布桂坊,https://www.ecduo.cn/static/images/search/ecduoserbg_15.jpg,https://www.ecduo.cn/static/images/search/ecduoserbg_17.jpg
